gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
DLG5,discs large MAGUK scaffold protein 5,Down,9231,5.414315776910201e-4,0.03046008887077458,1,1021642,8952,A_24_P129632,FALSE,chr10
NNAT,neuronatin,Up,4826,5.471451826644286e-4,0.030579557354162148,1,1053687,37245,A_24_P382533,FALSE,chr20
SEZ6L,seizure related 6 homolog like,Up,23544,5.496625048681033e-4,0.030579557354162148,1,1045580,30282,A_23_P80242,FALSE,chr22
SAMD4A,sterile alpha motif domain containing 4A,Up,23034,5.583754654100997e-4,0.03060864794939284,1,1017387,5531,A_23_P335661,FALSE,chr14
LIN9,lin-9 DREAM MuvB core complex component,Down,286826,5.598400718237982e-4,0.03060864794939284,1,1032190,18076,A_32_P233304,FALSE,chr1
JAML,junction adhesion molecule like,Up,120425,5.605737160317513e-4,0.03060864794939284,1,1035867,21405,A_24_P192914,FALSE,chr11
FCGBP,Fc fragment of IgG binding protein,Up,8857,5.624117458246738e-4,0.03060864794939284,1,1016113,44666,A_23_P21495,FALSE,chr19_KN196484v1_fix
THBS4,thrombospondin 4,Up,7060,5.698201369133868e-4,0.03084421000567922,1,1050797,34938,A_24_P260443,FALSE,chr5
LDB2,LIM domain binding 2,Down,9079,5.784520914142364e-4,0.031138877852105364,1,1019096,44805,A_23_P125253,FALSE,chr4
NR2C1,nuclear receptor subfamily 2 group C member 1,Down,7181,5.81482939718764e-4,0.031138877852105364,1,1050646,34805,A_24_P78540,FALSE,chr12
MNS1,meiosis specific nuclear structural 1,Down,55329,5.856745021716418e-4,0.031196513110355435,1,1041978,27015,A_23_P3302,FALSE,chr15
C19orf33,chromosome 19 open reading frame 33,Up,64073,5.95693904847678e-4,0.031498716111609225,1,1036854,22309,A_23_P208788,TRUE,chr19
P2RX5,purinergic receptor P2X 5,Up,5026,5.976389116442734e-4,0.031498716111609225,1,1029745,15885,A_23_P433785,FALSE,chr17
ITGA8,integrin subunit alpha 8,Up,8516,6.027236279187504e-4,0.03160038958103857,1,1049618,45702,CUST_5678_PI416261804,FALSE,chr10
RFPL2,ret finger protein like 2,Down,10739,6.062673707753334e-4,0.03162063255700098,1,1016244,4664,A_23_P254434,TRUE,chr22
CCSER1,coiled-coil serine rich protein 1,Down,401145,6.222531969314381e-4,0.03228623582420426,1,1031186,17162,CUST_1294_PI416573500,FALSE,chr4
STIM1,stromal interaction molecule 1,Up,6786,6.295740131616911e-4,0.03249770189588234,1,1051060,35162,A_23_P53162,FALSE,chr11
TMSB10,thymosin beta 10,Up,9168,6.411213772999273e-4,0.03279859269382934,1,1048908,33265,A_23_P68106,FALSE,chr2
GSG1L,GSG1 like,Up,146395,6.419536816447525e-4,0.03279859269382934,1,1034687,20319,A_23_P368251,FALSE,chr16
PRKCB,protein kinase C beta,Up,5579,6.511755977833323e-4,0.03304056581325218,1,1052695,36400,A_24_P935330,FALSE,chr16
TUSC3,tumor suppressor candidate 3,Up,7991,6.532885990637039e-4,0.03304056581325218,1,1050015,34266,A_24_P95154,FALSE,chr8
GBE1,"1,4-alpha-glucan branching enzyme 1",Up,2632,6.613762920028889e-4,0.03324395546132708,1,1056491,39455,A_23_P121082,FALSE,chr3
ACOT7,acyl-CoA thioesterase 7,Up,11332,6.639495798148009e-4,0.03324395546132708,1,1024733,11550,A_24_P205589,FALSE,chr1
CD63,CD63 molecule,Up,967,6.743361077512305e-4,0.03343747194993137,1,1023015,10048,A_23_P139476,FALSE,chr12
FILIP1,filamin A interacting protein 1,Up,27145,6.765188936753574e-4,0.03343747194993137,1,1044615,29403,A_23_P436369,FALSE,chr6
CRTAP,cartilage associated protein,Down,10491,6.778317161809536e-4,0.03343747194993137,1,1047337,31868,A_23_P44291,FALSE,chr3
PHYH,phytanoyl-CoA 2-hydroxylase,Down,5264,6.853158868524748e-4,0.03364094750461119,1,1022564,9722,A_23_P115919,FALSE,chr10
GNG4,G protein subunit gamma 4,Up,2786,6.933239740170343e-4,0.03367087065502681,1,1020432,7969,A_23_P335329,FALSE,chr1
B2M,beta-2-microglobulin,Up,567,6.937714077989519e-4,0.03367087065502681,1,1058905,41462,A_23_P37441,FALSE,chr15
KANK4,KN motif and ankyrin repeat domains 4,Up,163782,6.960126049121779e-4,0.03367087065502681,1,1033893,19593,A_32_P51237,FALSE,chr1
PCDH17,protocadherin 17,Up,27253,7.036831046589611e-4,0.03380320609604996,1,1012995,2050,A_24_P911906,FALSE,chr13
MFAP4,microfibril associated protein 4,Up,4239,7.054993083757182e-4,0.03380320609604996,1,1054192,37699,A_23_P164057,FALSE,chr17
RNF152,ring finger protein 152,Up,220441,7.151060509245578e-4,0.03398245155741265,1,1033212,18980,A_32_P4199,FALSE,chr18
RHOC,ras homolog family member C,Up,389,7.160272896558886e-4,0.03398245155741265,1,1021134,8562,A_23_P12514,FALSE,chr1
B4GALT6,"beta-1,4-galactosyltransferase 6",Down,9331,7.25300515918403e-4,0.03426018569059853,1,1048718,33104,A_24_P228228,FALSE,chr18
GABRE,gamma-aminobutyric acid type A receptor epsilon subunit,Up,2564,7.290409484144447e-4,0.03427519275785094,1,1025161,11918,A_23_P159775,FALSE,chrX
FAM110A,family with sequence similarity 110 member A,Down,83541,7.394197327198871e-4,0.034461888059313495,1,1025271,12017,A_23_P386241,FALSE,chr20
C2orf27A,chromosome 2 open reading frame 27A,Down,29798,7.398947406383465e-4,0.034461888059313495,1,1063570,47132,A_24_P497235,TRUE,chr2_KI270768v1_alt
TMEM44,transmembrane protein 44,Up,93109,7.518624468873191e-4,0.03485717844041488,1,1023180,10198,A_23_P428842,FALSE,chr3
MDH2,malate dehydrogenase 2,Up,4191,7.571849757961523e-4,0.034942167500565294,1,1054235,37739,A_23_P31372,FALSE,chr7
RFPL1,ret finger protein like 1,Down,5988,7.689194340125655e-4,0.03532091381743959,1,1052215,35980,A_23_P211417,FALSE,chr22
FAM13A,family with sequence similarity 13 member A,Down,10144,7.833237867874239e-4,0.035818284935567414,1,1023906,10829,A_23_P370651,FALSE,chr4
GATB,glutamyl-tRNA amidotransferase subunit B,Up,5188,7.984881142506419e-4,0.03631850250334014,1,1053194,36827,A_23_P92552,FALSE,chr4
DLG1,discs large MAGUK scaffold protein 1,Down,1739,8.041163011496718e-4,0.03631850250334014,1,1020444,7978,CUST_233_PI416408490,FALSE,chr3
MREG,melanoregulin,Up,55686,8.051435545977145e-4,0.03631850250334014,1,1041705,26770,A_23_P108948,FALSE,chr2
TNNT1,"troponin T1, slow skeletal type",Up,7138,8.102981130698767e-4,0.03638710898781052,1,1017512,5631,CUST_14183_PI416261804,FALSE,chr19
ABHD12B,abhydrolase domain containing 12B,Up,145447,8.269991905631097e-4,0.036830433124075836,1,1024791,11604,CUST_7223_PI416261804,FALSE,chr14
ZNRD2,zinc ribbon domain containing 2,Up,10534,8.275262085996668e-4,0.036830433124075836,1,1047286,31821,CUST_2095_PI416261804,FALSE,chr11
GLIPR1,GLI pathogenesis related 1,Down,11010,8.381322185657441e-4,0.037115259815489514,1,1046591,31214,A_24_P390096,TRUE,chr12
FAM78B,family with sequence similarity 78 member B,Down,149297,8.413385238781824e-4,0.037115259815489514,1,1063757,42995,A_23_P307682,TRUE,chr1
NABP1,nucleic acid binding protein 1,Up,64859,8.61363469397008e-4,0.03783199027430543,1,1019708,7355,A_23_P329198,FALSE,chr2
ZNF557,zinc finger protein 557,Down,79230,8.701590390924993e-4,0.03805140880992266,1,1021718,9013,A_23_P90021,FALSE,chr19
DGKG,diacylglycerol kinase gamma,Up,1608,8.79595524230395e-4,0.03829682425931816,1,1020028,7622,A_23_P40926,FALSE,chr3
BRINP3,BMP/retinoic acid inducible neural specific 3,Up,339479,8.987537523894693e-4,0.03892739478575191,1,1032025,17922,A_23_P103812,FALSE,chr1
SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",Down,6599,9.073282551824551e-4,0.03892739478575191,1,1051304,35376,A_23_P83453,FALSE,chr3
KCNF1,potassium voltage-gated channel modifier subfamily F member 1,Up,3754,9.079025757185743e-4,0.03892739478575191,1,1054832,38234,A_23_P142765,FALSE,chr2
HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",Up,3119,9.096275594034299e-4,0.03892739478575191,1,1017226,5397,A_23_P8108,TRUE,chr6_GL000251v2_alt
TSPYL4,TSPY like 4,Down,23270,9.153994654266498e-4,0.03900770317779775,1,1045862,30537,CUST_2036_PI416261804,FALSE,chr6
KLF6,Kruppel like factor 6,Up,1316,9.194599734092233e-4,0.03901471260050831,1,1015056,3748,A_24_P69654,TRUE,chr10
TPTE2P1,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1,Down,646405,9.305656358507414e-4,0.03931934294265538,1,1020613,8128,A_32_P154835,FALSE,chr13
ATP6AP1L,ATPase H+ transporting accessory protein 1 like,Down,92270,9.44175585617673e-4,0.03961534025447642,1,1026208,12838,A_24_P807031,FALSE,chr5
CBLN4,cerebellin 4 precursor,Down,140689,9.537518790486405e-4,0.03961534025447642,1,1034951,20559,A_23_P313428,FALSE,chr20
SLC12A7,solute carrier family 12 member 7,Down,10723,9.646327032742719e-4,0.03961534025447642,1,1047037,31604,A_23_P61688,FALSE,chr5_KI270792v1_alt
FOLR2,folate receptor beta,Up,2350,9.65240551441939e-4,0.03961534025447642,1,1015893,4397,A_23_P47709,FALSE,chr11
SEZ6,seizure related 6 homolog,Up,124925,9.658487543264077e-4,0.03961534025447642,1,1011196,670,A_23_P49849,FALSE,chr17
CNIH2,cornichon family AMPA receptor auxiliary protein 2,Up,254263,9.664573121156584e-4,0.03961534025447642,1,1032920,18712,CUST_856_PI416261804,FALSE,chr11
KCNS2,potassium voltage-gated channel modifier subfamily S member 2,Down,3788,9.670662249977675e-4,0.03961534025447642,1,1054776,38181,CUST_404_PI416408490,FALSE,chr8
CRTC2,CREB regulated transcription coactivator 2,Down,200186,9.701161223898354e-4,0.03961534025447642,1,1033534,19271,A_23_P12173,FALSE,chr1
PSMB1,proteasome 20S subunit beta 1,Up,5689,9.731749253646094e-4,0.03961534025447642,1,1052563,36287,A_24_P233570,FALSE,chr6
GNB2,G protein subunit beta 2,Up,2783,9.79319342548166e-4,0.039704064357398115,1,1056338,39319,CUST_6535_PI416261804,FALSE,chr7
AEBP1,AE binding protein 1,Up,165,9.84260719732123e-4,0.03974349535240919,1,1059329,41844,A_23_P157299,FALSE,chr7
PTPRM,protein tyrosine phosphatase receptor type M,Up,5797,9.998517119971621e-4,0.040210903790922015,1,1052429,36172,A_23_P159255,FALSE,chr18
PTPN14,protein tyrosine phosphatase non-receptor type 14,Down,5784,0.0010048889158329167,0.04025183041260331,1,1052442,36185,A_23_P149111,FALSE,chr1
TRMT13,tRNA methyltransferase 13 homolog,Down,54482,0.0010304291758700594,0.04097296895648321,1,1042889,27843,A_23_P51317,FALSE,chr1
TMEM200A,transmembrane protein 200A,Up,114801,0.0010310753122662042,0.04097296895648321,1,1036234,21735,A_32_P40288,FALSE,chr6
PRPH2,peripherin 2,Up,5961,0.0010382076020855639,0.041093323823260225,1,1052244,36008,A_23_P214459,FALSE,chr6
RBP4,retinol binding protein 4,Up,5950,0.0010585540580150153,0.04170026289757738,1,1023114,10134,CUST_17127_PI416261804,FALSE,chr10
PDE7B,phosphodiesterase 7B,Down,27115,0.0010618700857681477,0.04170026289757738,1,1044649,29437,A_23_P59338,FALSE,chr6
CRIP2,cysteine rich protein 2,Up,1397,0.0010812933116039827,0.04229715321250892,1,1057957,40638,CUST_942_PI416261804,FALSE,chr14
BABAM2,BRISC and BRCA1 A complex member 2,Up,9577,0.00109487954018486,0.04266195998214469,1,1048411,32832,A_32_P132796,FALSE,chr2
PCDHB5,protocadherin beta 5,Down,26167,0.001104483647435972,0.04286937692024738,1,1044967,29722,A_23_P69863,FALSE,chr5
BACH2,BTB domain and CNC homolog 2,Down,60468,0.0011197333283457904,0.04329347316623453,1,1040217,25431,A_23_P30634,FALSE,chr6_KV766194v1_fix
NOXO1,NADPH oxidase organizer 1,Down,124056,0.0011344712206704927,0.043694595399208905,1,1035723,21274,A_23_P413051,FALSE,chr16
SLC1A6,solute carrier family 1 member 6,Up,6511,0.0011415521079832136,0.04379886133848238,1,1051575,35524,A_24_P179467,FALSE,chr19
PACRG,parkin coregulated,Up,135138,0.0011615965082766068,0.04425648688768944,1,1018495,6415,A_23_P170901,FALSE,chr6
HGF,hepatocyte growth factor,Up,3082,0.001162318359443012,0.04425648688768944,1,1028136,14517,CUST_1396_PI416379584,FALSE,chr7
AKAP14,A-kinase anchoring protein 14,Up,158798,0.0011826992859562784,0.04486193427865974,1,1028124,14506,CUST_134_PI416379584,FALSE,chrX
TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,Up,83857,0.0011937529837338316,0.04489242145766912,1,1028675,14958,A_32_P2452,FALSE,chr12
LY96,lymphocyte antigen 96,Up,23643,0.0011989439710819992,0.04489242145766912,1,1045466,30180,A_23_P94230,FALSE,chr8
CFAP69,cilia and flagella associated protein 69,Down,79846,0.0012034099779968763,0.04489242145766912,1,1014229,3065,CUST_16522_PI416261804,FALSE,chr7
GPR160,G protein-coupled receptor 160,Up,26996,0.0012108870796894609,0.04489242145766912,1,1044734,29508,A_23_P167005,FALSE,chr3
HLA-DMA,"major histocompatibility complex, class II, DM alpha",Up,3108,0.0012116375939886237,0.04489242145766912,1,1055678,38902,A_24_P50245,FALSE,chr6_GL000252v2_alt
OPN3,opsin 3,Down,23596,0.0012123881298283746,0.04489242145766912,1,1023264,10274,CUST_6195_PI416261804,FALSE,chr1
CYP26A1,cytochrome P450 family 26 subfamily A member 1,Up,1592,0.0012153945696068706,0.04489242145766912,1,1026506,13112,A_23_P138655,FALSE,chr10
FHL3,four and a half LIM domains 3,Up,2275,0.0012199171430072016,0.04489242145766912,1,1056977,39812,A_23_P114839,FALSE,chr1
ING1,inhibitor of growth family member 1,Down,3621,0.0012244552556870774,0.04489242145766912,1,1069828,44262,A_32_P171856,TRUE,chr13
MS4A4A,membrane spanning 4-domains A4A,Up,51338,0.0012289835033614342,0.04489242145766912,1,1043488,28385,A_23_P75769,FALSE,chr11
PGM2L1,phosphoglucomutase 2 like 1,Up,283209,0.001232815648178451,0.04489242145766912,1,1032627,18443,A_32_P122703,FALSE,chr11
PMM1,phosphomannomutase 1,Up,5372,0.0012412287308258,0.04503501634235348,1,1052945,36610,A_23_P211598,FALSE,chr22
KLHL24,kelch like family member 24,Down,54800,0.0012527865725782134,0.045290269811545956,1,1042679,27657,A_24_P521994,FALSE,chr3
ADGRB3,adhesion G protein-coupled receptor B3,Up,577,0.0012683516296028653,0.04568803316130609,1,1058894,41453,A_23_P252556,FALSE,chr6
NAGK,N-acetylglucosamine kinase,Up,55577,0.0012833036152745377,0.046038124012914745,1,1041823,26878,A_23_P154208,FALSE,chr2
TLL1,tolloid like 1,Up,7092,0.0012872653009402964,0.046038124012914745,1,1050755,34901,CUST_15232_PI416261804,FALSE,chr4
PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Up,139728,0.0013008196267369021,0.046357322925777,1,1017964,5975,A_23_P62377,FALSE,chrX
ROBO2,roundabout guidance receptor 2,Up,6092,0.0013080486561653718,0.0464496427051065,1,1019771,7410,A_24_P16326,FALSE,chr3
NBEA,neurobeachin,Up,26960,0.0013161243825946045,0.0465012158980916,1,1044751,29524,A_23_P65278,FALSE,chr13
ENO1,enolase 1,Up,2023,0.001321804739296346,0.0465012158980916,1,1057256,40060,A_23_P137391,FALSE,chr1
CCT7,chaperonin containing TCP1 subunit 7,Up,10574,0.0013234318485076998,0.0465012158980916,1,1027157,13621,A_23_P102404,FALSE,chr2
MFSD4A,major facilitator superfamily domain containing 4A,Up,148808,0.0013596991616774926,0.047568884486306924,1,1034501,20151,A_24_P51115,FALSE,chr1
EIF3L,eukaryotic translation initiation factor 3 subunit L,Up,51386,0.001364715125322277,0.047568884486306924,1,1043437,45530,A_32_P76399,FALSE,chr22
PSMD4,"proteasome 26S subunit, non-ATPase 4",Up,5710,0.0013680685771975628,0.047568884486306924,1,1052527,36257,A_23_P12168,FALSE,chr1
CCNG2,cyclin G2,Down,901,0.0013917563836275564,0.04802287679157066,1,1058516,41111,A_24_P80532,FALSE,chr4
ACO1,aconitase 1,Up,48,0.0013943166702929852,0.04802287679157066,1,1012009,1265,A_23_P9416,FALSE,chr9
ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",Down,6489,0.0013994502779350925,0.04802287679157066,1,1051606,35551,A_23_P354705,FALSE,chr12
GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,Up,57452,0.0014003075717134645,0.04802287679157066,1,1024318,11211,A_23_P76749,FALSE,chr14
GIT2,GIT ArfGAP 2,Down,9815,0.0014106329376240086,0.04817750237913908,1,1020652,8156,CUST_7024_PI416261804,FALSE,chr12
TRIM7,tripartite motif containing 7,Down,81786,0.0014210284601634668,0.04817750237913908,1,1038249,23609,A_23_P30315,FALSE,chr5
ZCCHC12,zinc finger CCHC-type containing 12,Up,170261,0.0014210284601634668,0.04817750237913908,1,1033734,19439,CUST_8934_PI416261804,FALSE,chrX
VWCE,von Willebrand factor C and EGF domains,Up,220001,0.001427997996480885,0.04817750237913908,1,1033252,19018,A_23_P52986,FALSE,chr11
ZNF830,zinc finger protein 830,Down,91603,0.0014288714006994514,0.04817750237913908,1,1036723,45335,A_23_P387071,FALSE,chr17
GABRA3,gamma-aminobutyric acid type A receptor alpha3 subunit,Up,2556,0.001459752572168107,0.048908537916607785,1,1056789,39666,A_23_P125618,FALSE,chrX
PCDHB9,protocadherin beta 9,Down,56127,0.001466002143747133,0.048908537916607785,1,1041340,26426,A_23_P18798,FALSE,chr5
KRIT1,KRIT1 ankyrin repeat containing,Down,889,0.0014713785345416045,0.048908537916607785,1,1030634,16668,A_24_P102539,FALSE,chr7
SULF1,sulfatase 1,Up,23213,0.0014731746986328615,0.048908537916607785,1,1012710,1822,A_23_P43164,FALSE,chr8
RPL4,ribosomal protein L4,Up,6124,0.0014749728830452916,0.048908537916607785,1,1052113,35892,A_23_P69431,FALSE,chr15
SOCS4,suppressor of cytokine signaling 4,Down,122809,0.0014912477956359734,0.04928500140428593,1,1030439,16492,A_23_P151700,FALSE,chr14
CCNA1,cyclin A1,Up,8900,0.0015067703118901387,0.04956191202599672,1,1012351,1528,CUST_16349_PI416261804,FALSE,chr13
MBNL2,muscleblind like splicing regulator 2,Down,10150,0.0015095249818183542,0.04956191202599672,1,1026724,13252,A_24_P56317,FALSE,chr13
RCN2,reticulocalbin 2,Up,5955,0.0015178168515310327,0.04967130049422144,1,1052253,36015,CUST_10683_PI416261804,FALSE,chr15
ZNF708,zinc finger protein 708,Down,7562,0.001528937947513559,0.04987226256156606,1,1027402,13846,A_32_P46154,FALSE,chr19
LRRC8C,leucine rich repeat containing 8 VRAC subunit C,Down,84230,0.0015354598640126213,0.04992238661760516,1,1037760,23148,A_23_P103775,FALSE,chr1
ARL9,ADP ribosylation factor like GTPase 9,Down,132946,0.0015514056221983792,0.05027759191163292,1,1035238,20823,CUST_844_PI416573500,FALSE,chr4
ADAM28,ADAM metallopeptidase domain 28,Up,10863,0.0015637021794275166,0.050494377563171614,1,1046903,31485,CUST_9842_PI416261804,FALSE,chr8
ARHGDIG,Rho GDP dissociation inhibitor gamma,Up,398,0.0015684554738436094,0.050494377563171614,1,1059071,41613,A_24_P215882,FALSE,chr16
ATP6V0D1,ATPase H+ transporting V0 subunit d1,Up,9114,0.0015732220690742504,0.050494377563171614,1,1048970,33321,A_23_P54636,FALSE,chr16
IPO5,importin 5,Down,3843,0.0015962879322270547,0.05097011418911431,1,1054714,38127,A_23_P205007,FALSE,chr13
PAQR8,progestin and adipoQ receptor family member 8,Down,85315,0.0015982240718376167,0.05097011418911431,1,1037104,22542,A_23_P214281,FALSE,chr6
SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1",Up,80274,0.0016177047111480588,0.05142760310297353,1,1063406,42898,A_23_P343104,TRUE,chr22
MYBPHL,myosin binding protein H like,Down,343263,0.0016443503130579695,0.0521092532751978,1,1029677,15825,CUST_667_PI416379584,FALSE,chr1
CASC3,CASC3 exon junction complex subunit,Down,22794,0.0016633423769656054,0.0525448282742384,1,1046311,30956,A_23_P374284,FALSE,chr17
SPATA20,spermatogenesis associated 20,Up,64847,0.0016724088771677577,0.05266510218854693,1,1039679,24937,A_23_P118633,FALSE,chr17
GDF10,growth differentiation factor 10,Up,2662,0.0016906784195378742,0.05280652550055697,1,1056452,45951,A_23_P52227,FALSE,chr10
C8orf34,chromosome 8 open reading frame 34,Up,116328,0.0016916987570887614,0.05280652550055697,1,1036052,21568,A_23_P73311,FALSE,chr8
RASGRP1,RAS guanyl releasing protein 1,Up,10125,0.0016927196610424195,0.05280652550055697,1,1010857,432,A_23_P124642,FALSE,chr15
LINC01140,long intergenic non-protein coding RNA 1140,Up,339524,0.0017111931097233508,0.05321704285953303,1,1014790,3521,CUST_11622_PI416261804,FALSE,chr1
CTNNB1,catenin beta 1,Down,1499,0.001720499203190075,0.05334080192181242,1,1057849,40540,CUST_214_PI416408490,FALSE,chr3
PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,Down,5295,0.0017402984341584732,0.05335153736130347,1,1053053,36704,A_23_P144980,FALSE,chr5
STAT5B,signal transducer and activator of transcription 5B,Down,6777,0.0017476455459468064,0.05335153736130347,1,1051073,35174,A_23_P100788,FALSE,chr17
SH3RF2,SH3 domain containing ring finger 2,Down,153769,0.001752910932148185,0.05335153736130347,1,1034232,19905,A_24_P120537,FALSE,chr5
BCAS2,BCAS2 pre-mRNA processing factor,Up,10286,0.0017592486470084398,0.05335153736130347,1,1047587,32094,A_23_P34930,FALSE,chr1
CCDC144CP,"coiled-coil domain containing 144C, pseudogene",Down,348254,0.0017592486470084398,0.05335153736130347,1,1013805,2711,A_32_P216369,TRUE,chr17
